First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Patricia,Mcdonald,Buy,528,BOS,ELP,Main Cabin,5
Christopher,Norris,Buy,236,ELP,HND,Main Cabin,5
Donald,Haynes,Buy,1970,ELP,LAS,Main Cabin,5
Rodney,Mcneil,Buy,2220,ELP,LHR,Business Class,1
Ruben,CarmonaMedrano,Buy,767,BOS,ELP,Main Cabin,2
Jeff,Ray,Buy,3121,ELP,DFW,First Class,6
George,Ayala,Buy,1356,ELP,JFK,First Class,7
Colleen,Sanchez,Buy,2141,YYZ,ELP,First Class,4
Jason,Wolfe,Buy,3046,BOS,ELP,Business Class,3
David,Gardner,Buy,560,LAX,ORL,First Class,3
Terrence,Dixon,Buy,1524,BOS,LAX,First Class,5
Penny,Mcdaniel,Buy,3336,CUN,ELP,First Class,6
Richard,Blackwell,Buy,125,DFW,ELP,First Class,6
Luis,Del Campo,Buy,2966,LAX,BOS,Main Cabin,1
Andrew,Garcia,Buy,1316,ELP,HND,Main Cabin,4
Nicole,Johnson,Buy,2908,ELP,ATL,Main Cabin,3
Megan,Smith,Buy,97,ELP,YYZ,First Class,4
Sheri,Adams,Buy,1923,ELP,DFW,First Class,2
Anthony,Sanchez,Buy,1953,ELP,JFK,First Class,1
Paula,Wyatt,Buy,2028,ELP,CDG,First Class,6
Aurora,Disney,Buy,2499,ELP,YYZ,Business Class,1
James,Anderson,Buy,2823,LHR,ELP,Main Cabin,4
Heidi,Page,Buy,20,ELP,ORD,First Class,3
Mulan,Disney,Buy,3484,ELP,DFW,Business Class,6
Joseph,Robinson,Buy,1444,ELP,DFW,First Class,6
Michael,Adams,Buy,2180,ELP,ORD,Business Class,2
Darin,Baker,Buy,1181,YYZ,ELP,Business Class,1
Barbara,Lane,Buy,1606,BOS,ELP,Main Cabin,5
Lisa,Spencer,Buy,3146,ELP,ATL,Main Cabin,3
Ashley,Frye,Buy,1402,BOS,LAX,First Class,2
Christopher,Fields,Buy,2393,ELP,HND,Business Class,2
Ashley,Walker,Buy,2336,LAS,ELP,Main Cabin,8
Thomas,Sanders,Buy,2087,BOS,ELP,First Class,6
Melissa,Rivera,Buy,1227,ELP,ATL,First Class,1
Andrew,Mcclure,Buy,2046,DFW,ELP,Business Class,6
Denise,Morales,Buy,3281,ELP,BOS,Main Cabin,8
David,Gross,Buy,374,LAX,ELP,First Class,8
Heather,Cunningham,Buy,229,CDG,ELP,First Class,2
Robert,Wu,Buy,209,ELP,CUN,Business Class,8
Sarah,Jones,Buy,320,LAX,ORL,Business Class,4
Andrew,Hall,Buy,124,ELP,DFW,First Class,1
Suzanne,Kennedy,Buy,2778,ELP,ORD,Business Class,8
Amanda,Vang,Buy,1592,ATL,ELP,First Class,1
Noah,Horne,Buy,970,ELP,LAX,First Class,1
Lisa,Garrett,Buy,3057,ELP,LHR,Business Class,6
Miranda,Walker,Buy,2275,ELP,HND,Main Cabin,3
Andrew,Torres,Buy,1426,ELP,CDG,First Class,3
Christopher,Robinson,Buy,3133,LAX,ELP,First Class,5
John,House,Buy,1110,ATL,ELP,First Class,6
David,Wright,Buy,2643,ELP,DFW,Business Class,3
Robert,Flores,Buy,2851,ELP,CUN,Business Class,3
Kimberly,Garcia,Buy,2190,ATL,ELP,Business Class,1
John,Davis,Buy,3050,ELP,LAS,First Class,3
Mary,Church,Buy,683,BOS,LAX,Business Class,3
Krista,Blake,Buy,2824,LHR,ELP,Main Cabin,6
Thomas,Hall,Buy,3065,CJS,MEX,Business Class,7
Kimberly,Miller,Buy,1724,ELP,BOS,Main Cabin,4
Kyle,Hodges,Buy,3098,ELP,YYZ,Main Cabin,5
James,King,Buy,2337,ELP,LHR,Main Cabin,8
Alexander,Cameron,Buy,3061,LHR,ELP,First Class,1
Elizabeth,Castillo,Buy,2499,ELP,YYZ,Main Cabin,3
Brittany,Hawkins,Buy,783,LHR,ELP,First Class,2
Enrique,Rico,Buy,3147,ELP,ATL,First Class,2
Brandy,Wilkerson,Buy,1246,BOS,ELP,Main Cabin,2
Anthony,Hunter,Buy,3133,LAX,ELP,Business Class,1
Joel,Arellano,Buy,2966,LAX,BOS,Business Class,5
Jose,Espinoza Gonzalez,Buy,30,ATL,ELP,Business Class,1
Diana,Garcia,Buy,211,ELP,CUN,Main Cabin,5
Jose,Smith,Buy,2453,LAS,ELP,Business Class,8
James,Pittman,Buy,3430,MEX,CJS,Main Cabin,1
Richard,Torres,Buy,2733,CUN,ELP,First Class,1
Hunter,Moore,Buy,1995,ORL,LAX,Business Class,4
Kevin,Harrison,Buy,49,ELP,LAS,Business Class,8
Elizabeth,Cruz,Buy,2988,ELP,CDG,First Class,8
Stacey,Paul,Buy,3062,LHR,ELP,First Class,8
Jesse,Dunn,Buy,3566,LAX,BOS,Business Class,1
Emily,Estes,Buy,3179,ELP,LHR,Main Cabin,7
Felicia,Carlson,Buy,25,ELP,ATL,Main Cabin,2
Jessica,Lloyd,Buy,460,ELP,YYZ,Main Cabin,3
Mark,Washington,Buy,876,ELP,JFK,Business Class,2
Phillip,Brown,Buy,3097,ELP,YYZ,Main Cabin,2
James,Hammond,Buy,1302,YYZ,ELP,Business Class,7
Michael,Adams,Buy,1514,ORL,LAX,Main Cabin,6
Ian,Rybak,Buy,3263,ORD,ELP,Business Class,2
Mary,Chapman,Buy,1778,ELP,YYZ,First Class,4
Kimberly,Martinez,Buy,833,ELP,HND,Business Class,6
Nathan,Coleman,Buy,2377,ELP,YYZ,Business Class,6
Daniel,Olson,Buy,2443,ELP,BOS,Main Cabin,8
Zachary,Campbell,Buy,878,JFK,ELP,Business Class,1
Jeff,Ray,Buy,614,LAX,ELP,First Class,8
Kevin,Boone,Buy,2693,LAS,ELP,First Class,8
Robert,Davis,Buy,2240,LAX,ORL,Business Class,7
Ray,Booth,Buy,1489,ELP,LAS,First Class,2
David,Costa,Buy,3021,ORD,ELP,First Class,3
Francisco,Vazquez,Buy,2448,BOS,ELP,Business Class,4
Patrick,Larsen,Buy,2896,LAX,ELP,First Class,4
Kimberly,Johnson,Buy,2126,LAX,BOS,Business Class,3
Gustavo,Rubio,Buy,1877,LAX,ORL,First Class,5
Jason,Skinner,Buy,1527,LAX,BOS,Main Cabin,1
Emily,Chang,Buy,2941,LHR,ELP,First Class,3
Maria,Mitchell,Buy,312,MEX,CJS,First Class,3
Michael,Prince,Buy,2774,LAX,ELP,Main Cabin,4
Mary,Anderson,Buy,187,CJS,MEX,First Class,3
Ronald,Parker,Buy,2425,ELP,ATL,Business Class,8
Richard,Edwards,Buy,3181,LHR,ELP,Business Class,7
Taylor,Johnson,Buy,2466,CJS,MEX,Business Class,5
Shannon,White,Buy,2248,LAX,BOS,Business Class,2
Prince,Eric,Buy,2117,LAX,ORL,Main Cabin,6
Robin,Watson,Buy,2111,MEX,CJS,Main Cabin,7
Jeremiah,Williamson,Buy,1124,ELP,BOS,Business Class,8
Vincent,Harrison,Buy,1194,ELP,HND,Main Cabin,4
Bobby,Bennett,Buy,465,ELP,CDG,Main Cabin,5
Michael,King,Buy,3142,ORD,ELP,Business Class,8
Jamie,Brown,Buy,2453,LAS,ELP,Business Class,8
Alexandra,Simpson,Buy,1385,CJS,MEX,Business Class,3
Christopher,Underwood,Buy,924,BOS,LAX,Business Class,1
Ariana,Lara,Buy,3437,LAX,ORL,Main Cabin,1
Julia,Young,Buy,3475,ELP,HND,Main Cabin,5
Ryan,Brown,Buy,596,ELP,HND,Business Class,6
Timothy,Wagner,Buy,2643,ELP,DFW,Business Class,6
Joseph,Davis,Buy,1936,LAX,ELP,Main Cabin,7
Timothy,Jones,Buy,981,ORD,ELP,First Class,2
Gregory,Short,Buy,449,ELP,CUN,Main Cabin,6
Minnie,Mouse,Buy,1525,LAX,BOS,Main Cabin,2
Benjamin,Johnson,Buy,2834,ORL,LAX,First Class,7
Ryan,Brown,Buy,2030,CDG,ELP,Main Cabin,6
Brandon,CartwrightLi,Buy,3383,ORD,ELP,Main Cabin,1
Jennifer,Evans,Buy,3434,ORL,LAX,First Class,2
Brittany,Hawkins,Buy,2876,ELP,HND,Business Class,1
Daniel,Mejia,Buy,740,ELP,ORD,First Class,7
Buzz,Lightyear,Buy,1520,LAX,ORL,Main Cabin,1
Colleen,Hall,Buy,990,ATL,ELP,Main Cabin,7
Jeremy,Rocha,Buy,254,LAX,ELP,Main Cabin,7
Ashley,Romero,Buy,2312,ATL,ELP,Main Cabin,2
Alexandra,Simpson,Buy,2449,ELP,LAS,Business Class,8
Dawn,King,Buy,2104,LHR,ELP,First Class,8
Keith,Ellis,Buy,1730,ELP,LAS,Main Cabin,2
Mary,Cruz,Buy,2544,ORD,ELP,Main Cabin,5
Amber,Brown,Buy,136,LAX,ELP,First Class,8
Michael,Murray,Buy,497,ELP,ORD,Main Cabin,2
James,Watson,Buy,968,DFW,ELP,Main Cabin,2
Rodney,Mcneil,Buy,194,ORL,LAX,Main Cabin,1
Denise,Johnson,Buy,726,DFW,ELP,First Class,1
Michelle,Wood,Buy,1566,DFW,ELP,Business Class,4
Amber,Long,Buy,1878,LAX,ORL,Business Class,5
Nicholas,Jackson,Buy,807,LAX,BOS,Business Class,6
Anthony,Brooks,Buy,682,BOS,LAX,First Class,5
Michele,Stevens,Buy,1031,MEX,CJS,First Class,3
Kevin,Boone,Buy,2382,YYZ,ELP,Main Cabin,6
Patricia,Hughes,Buy,3020,ELP,ORD,Main Cabin,2
Chris,Holden,Buy,1822,ORD,ELP,Main Cabin,6
Colleen,Hall,Buy,928,LAX,BOS,Main Cabin,5
John,Blevins,Buy,1581,ORD,ELP,Business Class,3
Geoff,Waller,Buy,1513,ORL,LAX,First Class,7
Tara,Rodriguez,Buy,277,JFK,ELP,Main Cabin,7
Joseph,Hanna,Buy,3584,YYZ,ELP,First Class,8
Keith,Christensen,Buy,3349,CDG,ELP,Business Class,2
Christopher,Norris,Buy,1236,ELP,JFK,Business Class,2
Tiffany,Jones,Buy,1562,ELP,DFW,Main Cabin,4
Christina,Dodson,Buy,3342,YYZ,ELP,First Class,1
Miranda,Mason,Buy,137,ELP,ORD,First Class,1
Crystal,Johnson,Buy,1497,ELP,LHR,Main Cabin,4
Diana,Matthews,Buy,2361,BOS,LAX,First Class,5
Erin,Mejia,Buy,3059,ELP,LHR,Business Class,8
Christopher,Sanford,Buy,3582,YYZ,ELP,Business Class,4
Donald,Ramirez,Buy,2111,MEX,CJS,First Class,4
Sean,Hull,Buy,2024,YYZ,ELP,Main Cabin,5
Deborah,Scott,Buy,3161,ELP,BOS,Business Class,6
George,Wood,Buy,1348,ELP,ATL,First Class,2
Michele,Stevens,Buy,1018,ELP,LHR,First Class,6
Gregory,Carr,Buy,2383,YYZ,ELP,First Class,7
Michelle,Rivera,Buy,1068,ELP,CDG,Main Cabin,5
Jeffrey,Marquez,Buy,364,ELP,DFW,Business Class,4
Matthew,Campbell,Buy,3162,ELP,BOS,Business Class,8
Darin,Baker,Buy,1278,LAX,ORL,First Class,7
Brian,RodilesDelgado,Buy,2779,ELP,ORD,First Class,6
Chase,Miller,Buy,3483,ELP,DFW,First Class,8
Gary,Park,Buy,2835,ORL,LAX,Main Cabin,7
Amy,Morse,Buy,3192,MEX,CJS,First Class,8
Howard,Davenport,Buy,1628,CJS,MEX,Business Class,4
Ashley,Morales,Buy,563,BOS,LAX,Main Cabin,3
Rachel,Hart,Buy,2485,LAX,BOS,Business Class,3
Donna,Travis,Buy,2020,ELP,YYZ,First Class,4
Tiffany,Davis,Buy,1592,ATL,ELP,Business Class,2
Carl,Foley,Buy,942,YYZ,ELP,Main Cabin,1
Theresa,Obrien,Buy,1384,LHR,ELP,First Class,8
David,Davila,Buy,2521,ELP,DFW,First Class,5
Kayla,Mahoney,Buy,572,ELP,CUN,Business Class,4
Alexander,Cameron,Buy,1147,CJS,MEX,Main Cabin,8
Craig,Oconnell,Buy,2771,ELP,LAX,Business Class,3
Stacey,Paul,Buy,3116,ELP,HND,First Class,5
Pamela,Carter,Buy,239,HND,ELP,First Class,1
Maria,Mccarthy,Buy,1211,ELP,LAX,First Class,8
Theresa,Obrien,Buy,1649,ELP,CUN,Business Class,6
Jason,Wolfe,Buy,2975,CUN,ELP,First Class,2
Mikayla,Dennis,Buy,1037,LAX,ORL,Business Class,2
Dakota,Bender,Buy,2995,ELP,HND,Main Cabin,4
Stephanie,Mcdonald,Buy,1843,ELP,BOS,First Class,7
Chris,King,Buy,2835,ORL,LAX,Main Cabin,5
Brandon,Smith,Buy,2158,HND,ELP,First Class,2
Louis,Boone,Buy,3138,ELP,ORD,First Class,3
Sarah,Anderson,Buy,2939,ELP,LHR,Business Class,5
Lisa,Spencer,Buy,1323,ELP,DFW,First Class,7
Gaston,Disney,Buy,1075,ELP,HND,Business Class,4
William,Rice,Buy,409,ELP,LAS,Business Class,8
Donald,Ramirez,Buy,2070,ATL,ELP,First Class,3
Nathan,Thompson,Buy,2991,CDG,ELP,First Class,2
Leila,Martinez,Buy,1639,LAX,ORL,Business Class,5
Woody,Disney,Buy,1284,BOS,LAX,First Class,6
Bobby,Bennett,Buy,1570,ELP,LAX,First Class,3
Cassandra,Cook,Buy,280,JFK,ELP,First Class,7
Barbara,Lane,Buy,147,ELP,ATL,Business Class,7
Kara,Summers,Buy,327,LAX,BOS,Main Cabin,3
George,Ayala,Buy,2699,ELP,LHR,First Class,1
Captaiin,Hook,Buy,3175,LAS,ELP,First Class,1
Courtney,Olsen,Buy,1565,DFW,ELP,First Class,8
Valerie,Moore,Buy,1992,MEX,CJS,First Class,5
Jody,Sanchez,Buy,1628,CJS,MEX,Main Cabin,1
Lisa,Garrett,Buy,3199,LAX,ORL,Main Cabin,1
Courtney,Johnson,Buy,2924,ELP,BOS,Business Class,6
Erin,Barton,Buy,2837,LAX,ORL,Main Cabin,7
Samuel,Harrington,Buy,282,ELP,BOS,Main Cabin,2
Anthony,Hardin,Buy,3099,ELP,YYZ,Main Cabin,5
James,Simmons,Buy,3272,ATL,ELP,First Class,3
James,Pittman,Buy,750,ATL,ELP,First Class,3
Heather,Robbins,Buy,1457,ELP,ORD,First Class,4
Craig,Espinoza,Buy,2461,LHR,ELP,Main Cabin,5
Martha,Perry,Buy,2393,ELP,HND,Main Cabin,2
Ryan,Wilkins,Buy,591,CDG,ELP,First Class,1
Natalie,Richardson,Buy,794,ORL,LAX,Main Cabin,3
Edward,Jackson,Buy,2231,MEX,CJS,Main Cabin,8
Roberto,Gutierrez,Buy,894,LAS,ELP,Main Cabin,7
Carmen,Petersen,Buy,50,ELP,LAS,Main Cabin,7
Simba,Disney,Buy,2623,YYZ,ELP,Business Class,8
Steven,Hartman,Buy,1155,ORL,LAX,Main Cabin,6
Sheri,Adams,Buy,3448,LAX,BOS,Business Class,7
Krystal,Thompson,Buy,714,ELP,HND,Main Cabin,1
Jacob,Norton,Buy,265,ELP,ATL,First Class,2
Miranda,Walker,Buy,332,ELP,CUN,First Class,4
Donald,Tran,Buy,1813,LAX,ELP,Main Cabin,3
Christina,Jones,Buy,2953,ORL,LAX,Business Class,8
Daniel,Romero,Buy,1800,HND,ELP,First Class,1
Matthew,Gonzalez,Buy,3274,ELP,JFK,Business Class,7
Daniel,Hampton,Buy,600,HND,ELP,Business Class,5
Allison,Weaver,Buy,820,ELP,YYZ,Main Cabin,2
Ryan,Brown,Buy,2303,ORD,ELP,Business Class,2
Matthew,Porter,Buy,2496,CUN,ELP,First Class,7
Kayla,Smith,Buy,1215,LAX,ELP,Business Class,2
Tanya,Kent,Buy,357,HND,ELP,First Class,7
Chelsea,Gallagher,Buy,1538,ELP,YYZ,Main Cabin,5
Mark,Lamb,Buy,1200,HND,ELP,Business Class,3
Scott,Bailey,Buy,3366,DFW,ELP,First Class,4
Daniel,Lucio,Buy,1926,DFW,ELP,First Class,4
Alexis,Ford,Buy,521,ELP,BOS,Business Class,6
Donald,Villanueva,Buy,3487,DFW,ELP,Main Cabin,4
Penny,Mcdaniel,Buy,732,ELP,LAX,First Class,2
Linda,Alexander,Buy,2349,MEX,CJS,First Class,7
Kylie,King,Buy,342,YYZ,ELP,Main Cabin,3
Rebecca,Brown,Buy,87,LAX,BOS,Main Cabin,3
Jason,Lee,Buy,1386,CJS,MEX,Business Class,7
Dustin,Oliver,Buy,661,LHR,ELP,First Class,5
Alyssa,Smith,Buy,1457,ELP,ORD,First Class,4
Debra,Raymond,Buy,1779,ELP,YYZ,First Class,6
Tammy,Thomas,Buy,2800,JFK,ELP,Main Cabin,4
Mulan,Disney,Buy,2078,JFK,ELP,Main Cabin,6
Brooke,Maxwell,Buy,1642,BOS,LAX,Main Cabin,5
William,Hunter,Buy,3557,LAX,ORL,First Class,5
Taylor,Johnson,Buy,2404,ELP,DFW,First Class,5
Peter,Pan,Buy,382,ORD,ELP,Business Class,5
Matthew,Porter,Buy,1607,BOS,ELP,Main Cabin,5
Jessica,Lloyd,Buy,87,LAX,BOS,Main Cabin,2
Robert,Wilson,Buy,2307,ELP,ATL,Main Cabin,7
Ruben,Edwards,Buy,1712,ATL,ELP,Business Class,8
Cody,Scott,Buy,2078,JFK,ELP,Main Cabin,6
Quasimodo,Disney,Buy,285,BOS,ELP,Business Class,4
Lawrence,Price,Buy,2785,ELP,ATL,Main Cabin,1
Janet,Hughes,Buy,1584,ORD,ELP,Main Cabin,4
Ariel,Disney,Buy,1345,ELP,ATL,First Class,5
Jennifer,Williams,Buy,3213,CUN,ELP,Business Class,4
Bobby,Gonzales,Buy,740,ELP,ORD,Business Class,5
Douglas,Bryant,Buy,3304,LHR,ELP,Main Cabin,4
Steven,Hernandez,Buy,2267,ELP,CDG,Business Class,7
Katherine,Mcdonald,Buy,1884,BOS,LAX,Business Class,1
Sharon,Castillo,Buy,2105,CJS,MEX,First Class,4
Lauren,Neal,Buy,418,ELP,LHR,Main Cabin,8
Virginia,Phelps,Buy,1751,MEX,CJS,Main Cabin,3
Maria,Mccarthy,Buy,2380,ELP,YYZ,Main Cabin,2
Steven,Hartman,Buy,3238,HND,ELP,First Class,2
Elizabeth,Cruz,Buy,554,ORL,LAX,First Class,1
Karen,Zhang,Buy,483,ELP,DFW,Business Class,6
Ryan,Peterson,Buy,2494,CUN,ELP,First Class,3
Vanessa,Watson,Buy,655,LAS,ELP,First Class,5
Jafar,Aladdin,Buy,2497,ELP,YYZ,First Class,6
Susan,Humphrey,Buy,2335,LAS,ELP,Main Cabin,6
Louis,Boone,Buy,72,MEX,CJS,First Class,2
Aurora,Disney,Buy,2146,ELP,CDG,Main Cabin,1
Mark,Rogers,Buy,269,ATL,ELP,Main Cabin,8
Kevin,Swanson,Buy,1628,CJS,MEX,Main Cabin,4
Renee,Zimmerman,Buy,476,ELP,HND,Main Cabin,5
Matthew,Erickson,Buy,1442,ELP,DFW,First Class,2
Francisco,Moore,Buy,1616,LAS,ELP,Main Cabin,6
Brett,Wallace,Buy,3263,ORD,ELP,Business Class,5
Stephanie,Obrien,Buy,3366,DFW,ELP,Business Class,5
Gloria,Page,Buy,1058,ELP,YYZ,Business Class,4
Anthony,Byrd,Buy,1530,ELP,CUN,Business Class,8
Michelle,Rivera,Buy,1913,ELP,HND,Business Class,7
Joseph,Fritz,Buy,2988,ELP,CDG,First Class,3
Anthony,Barber,Buy,2288,DFW,ELP,Main Cabin,8
Jennifer,Davidson,Buy,2559,JFK,ELP,First Class,8
Douglas,Mckay,Buy,1283,BOS,LAX,First Class,5
Jason,Clark,Buy,179,ELP,LHR,Main Cabin,3
Cynthia,Powell,Buy,175,LAS,ELP,First Class,4
Trevor,Young,Buy,954,ELP,HND,First Class,2
Michelle,Ortiz,Buy,3228,ELP,CDG,Business Class,2
David,Hayes,Buy,2685,BOS,ELP,Business Class,8
Christina,Dodson,Buy,3232,CDG,ELP,First Class,1
Craig,Schaefer,Buy,1614,LAS,ELP,First Class,8
Corey,Wilson,Buy,947,ELP,CDG,Main Cabin,2
Philip,Zamora,Buy,1198,HND,ELP,Business Class,4
David,Clark,Buy,547,CJS,MEX,Main Cabin,2
David,Hayes,Buy,2455,LAS,ELP,Business Class,7
Chad,Green,Buy,3222,YYZ,ELP,First Class,8
Nicholas,Anderson,Buy,2099,ELP,LHR,Business Class,3
Andrew,Atkins,Buy,428,CJS,MEX,Main Cabin,1
Rhonda,Kane,Buy,389,ATL,ELP,First Class,8
Thomas,Stevenson,Buy,1543,YYZ,ELP,First Class,5
Perry,Hill,Buy,3523,ELP,BOS,First Class,4
Deanna,Cummings,Buy,2032,CDG,ELP,Business Class,6
Stacey,Paul,Buy,2711,MEX,CJS,Main Cabin,8
Sean,Medina,Buy,676,ORL,LAX,Main Cabin,1
Emilia,Rivas,Buy,2930,ELP,LAS,Main Cabin,4
Christina,Jones,Buy,2546,ELP,ATL,Main Cabin,3
Megan,Thompson,Buy,2517,HND,ELP,Main Cabin,1
Shannon,Avery,Buy,2913,ELP,JFK,Main Cabin,5
Kim,Buckley,Buy,2001,BOS,LAX,Main Cabin,6
Vincent,Harrison,Buy,2141,YYZ,ELP,Main Cabin,5
Julia,Young,Buy,2719,LAX,ORL,Main Cabin,4
Simba,King,Buy,1776,CUN,ELP,First Class,4
Anthony,Byrd,Buy,3434,ORL,LAX,First Class,4
Stacey,Paul,Buy,1277,LAX,ORL,Main Cabin,8
Wendy,Montoya,Buy,482,ELP,DFW,Business Class,4
David,Harvey,Buy,1384,LHR,ELP,Main Cabin,8
Jermaine,Dean,Buy,1469,ATL,ELP,Main Cabin,5
Nathan,Coleman,Buy,2989,CDG,ELP,Business Class,1
Daniel,Summers,Buy,2268,ELP,CDG,Main Cabin,3
Melissa,Mcdonald,Buy,2094,LAS,ELP,Business Class,3
Michael,Prince,Buy,311,MEX,CJS,Main Cabin,4
Christina,Walker,Buy,325,LAX,BOS,Main Cabin,2
Timothy,Bernard,Buy,2914,ELP,JFK,Business Class,4
Ronald,Bond,Buy,992,ATL,ELP,Main Cabin,1
Jorge,Huerta,Buy,1084,ELP,DFW,First Class,4
Christopher,Norris,Buy,1149,MEX,CJS,Business Class,1
Lee,Burke,Buy,2493,CUN,ELP,Main Cabin,5
Jose,Farley,Buy,1859,ELP,LHR,First Class,8
Jasmine,Disney,Buy,2287,DFW,ELP,Business Class,3
Michelle,Jones,Buy,2114,ORL,LAX,First Class,4
Natalie,Richardson,Buy,1619,ELP,LHR,Business Class,3
David,Wright,Buy,402,ELP,BOS,Main Cabin,5
Simba,Disney,Buy,1169,ELP,CUN,Business Class,4
Angelica,Bruce,Buy,3595,ELP,HND,Main Cabin,5
Deborah,Scott,Buy,2144,YYZ,ELP,Business Class,1
Carl,Foley,Buy,536,LAS,ELP,First Class,5
Ricardo,Rodriguez,Buy,1414,CUN,ELP,Main Cabin,2
Mary,Chapman,Buy,2587,CJS,MEX,Business Class,6
Michelle,Maynard,Buy,684,BOS,LAX,First Class,6
Brian,Castillo,Buy,2344,LHR,ELP,Main Cabin,2
Brenda,Douglas,Buy,148,ELP,ATL,Business Class,1
Marissa,Wagner,Buy,1363,ELP,BOS,First Class,3
Tonya,Elliott,Buy,1946,ELP,ATL,Business Class,4
Darlene,Russell,Buy,3095,CUN,ELP,Main Cabin,8
William,Evans,Buy,2847,LAX,BOS,Main Cabin,3
Vanessa,Watson,Buy,1304,YYZ,ELP,Business Class,8
Hercules,Disney,Buy,3285,BOS,ELP,First Class,7
Curtis,Phillips,Buy,2328,BOS,ELP,Business Class,7
Marissa,Wagner,Buy,3179,ELP,LHR,Business Class,1
Martha,Perry,Buy,1689,ELP,LAX,First Class,7
John,Hill,Buy,2660,ELP,ORD,First Class,8
Jessica,Moore,Buy,1996,ORL,LAX,First Class,4
Kenneth,Smith,Buy,1537,ELP,YYZ,Main Cabin,4
Kelly,Bell,Buy,1645,LAX,BOS,First Class,8
Prince,Eric,Buy,3012,ELP,LAX,Main Cabin,3
Erika,Lopez,Buy,3477,HND,ELP,First Class,4
Carol,Elliott,Buy,2902,ORD,ELP,First Class,6
Carlos,Irwin,Buy,3470,CDG,ELP,Business Class,3
Tom,Perez,Buy,454,CUN,ELP,First Class,2
Jafar,Aladdin,Buy,3253,LAX,ELP,Main Cabin,6
Rodney,Moss,Buy,3016,LAX,ELP,Business Class,1
Andrew,Norris,Buy,1110,ATL,ELP,First Class,1
Matthew,Gonzalez,Buy,1273,ORL,LAX,Business Class,4
Melissa,Mcdonald,Buy,3446,LAX,BOS,Main Cabin,8
Mark,Gonzalez,Buy,668,CJS,MEX,First Class,6
Diana,Garcia,Buy,2409,ELP,LAX,First Class,2
Peter,Pan,Buy,1154,ORL,LAX,Main Cabin,3
Louis,Boone,Buy,3021,ORD,ELP,Main Cabin,7
Anthony,Sims,Buy,1890,ELP,CUN,First Class,7
Jennifer,Huang,Buy,518,JFK,ELP,Main Cabin,4
Justin,Davis,Buy,408,BOS,ELP,Main Cabin,7
Melissa,Holt,Buy,255,LAX,ELP,Business Class,7
Shannon,Bennett,Buy,3479,HND,ELP,First Class,4
Ryan,Mcconnell,Buy,667,CJS,MEX,Business Class,2
Andrew,Campos,Buy,3017,ELP,ORD,Main Cabin,3
Matthew,Erickson,Buy,1063,YYZ,ELP,Main Cabin,7
Sarah,Jones,Buy,821,YYZ,ELP,First Class,1
Brian,Rojas,Buy,3307,CJS,MEX,First Class,1
Lisa,Yu,Buy,1303,YYZ,ELP,Main Cabin,4
William,Hunter,Buy,2603,BOS,LAX,Business Class,1
Daniel,Lucio,Buy,231,CDG,ELP,Main Cabin,2
Angela,Lang,Buy,3012,ELP,LAX,First Class,1
Louis,Boone,Buy,1990,MEX,CJS,Business Class,6
Joshua,Hickman,Buy,727,DFW,ELP,First Class,4
Jenna,Chase,Buy,1615,LAS,ELP,First Class,4
Linda,Alexander,Buy,1340,ELP,ORD,Main Cabin,8
Chelsea,Porter,Buy,1904,YYZ,ELP,Main Cabin,7
Nicholas,Copeland,Buy,1507,CJS,MEX,Main Cabin,4
Mary,Church,Buy,42,ELP,BOS,Business Class,8
Anthony,Brooks,Buy,3070,MEX,CJS,First Class,1
Colleen,Hall,Buy,1470,ATL,ELP,First Class,1
Kimberly,Harris,Buy,2624,YYZ,ELP,Main Cabin,5
Alexis,Black,Buy,819,ELP,YYZ,Main Cabin,6
Brandy,Wilkerson,Buy,1196,ELP,HND,Business Class,6
Dennis,Cooper,Buy,230,CDG,ELP,Business Class,5
Mindy,Ross,Buy,419,ELP,LHR,Business Class,6
Renee,Bradley,Buy,3100,ELP,YYZ,Business Class,3
Kristy,Hoover,Buy,2879,HND,ELP,Business Class,8
Casey,Navarro,Buy,1373,LAS,ELP,First Class,6
Ruben,Edwards,Buy,2804,ELP,BOS,Main Cabin,5
Isabella,Gaytan,Buy,596,ELP,HND,Business Class,1
Jesse,Dunn,Buy,978,ELP,ORD,First Class,3
Christopher,Berry,Buy,1882,BOS,LAX,Main Cabin,3
Mark,Stewart,Buy,3051,ELP,LAS,First Class,4
Christopher,Norris,Buy,1197,HND,ELP,First Class,1
Sean,Roberts,Buy,932,ELP,CUN,Business Class,6
Rachel,Hart,Buy,2492,ELP,CUN,Main Cabin,3
William,Rice,Buy,2626,ELP,CDG,Main Cabin,8
Anthony,Sims,Buy,2521,ELP,DFW,First Class,3
Christopher,Fields,Buy,411,ELP,LAS,Business Class,6
Benjamin,Johnson,Buy,3261,ORD,ELP,Main Cabin,2
Jamie,Brown,Buy,2105,CJS,MEX,First Class,5
Andrew,Marshall,Buy,764,ELP,BOS,Main Cabin,3
Dana,Jones,Buy,2732,ELP,CUN,Business Class,1
Brian,Jacobson,Buy,962,ELP,DFW,First Class,3
Lance,Dominguez,Buy,1538,ELP,YYZ,First Class,6
Linda,Robles,Buy,2268,ELP,CDG,Business Class,7
Brandi,Daniel,Buy,1041,BOS,LAX,First Class,3
